timestamp,sessions,orders,totalSales
2023-07-13T00:52:42.481Z,28,4,3
2023-07-13T01:07:43.897Z,51,9,5
2023-07-13T01:16:48.166Z,87,31,11
2023-07-13T01:34:38.089Z,178,90,47
2023-07-13T01:39:36.184Z,179,99,39
2023-07-13T01:51:10.092Z,140,66,21
2023-07-14T00:57:40.553Z,149,120,36
2023-07-14T01:11:16.674Z,47,7,5
2023-07-14T01:11:23.926Z,6,3,2
2023-07-14T01:12:03.461Z,166,13,9
2023-07-14T01:16:25.731Z,199,138,94
2023-07-14T01:28:00.200Z,189,9,5
2023-07-14T01:35:16.874Z,82,18,3
2023-07-14T01:45:08.082Z,104,49,17
2023-07-14T01:46:06.293Z,170,157,74
2023-07-15T00:52:34.072Z,71,36,31
2023-07-15T00:53:55.382Z,52,5,4
2023-07-15T01:07:56.874Z,162,101,56
2023-07-15T01:28:05.403Z,87,67,33
2023-07-15T01:35:23.585Z,87,57,9
2023-07-16T00:56:55.714Z,1,0,0
2023-07-16T01:05:34.203Z,69,32,10
2023-07-16T01:19:38.608Z,197,54,31
2023-07-16T01:29:54.928Z,23,20,18
2023-07-16T01:35:26.380Z,25,20,15
2023-07-16T01:39:55.668Z,38,38,20
2023-07-16T01:45:29.467Z,189,176,144
2023-07-17T00:56:01.052Z,122,51,3
2023-07-17T00:58:25.603Z,151,110,90
2023-07-17T00:58:51.774Z,197,144,110
2023-07-17T01:02:53.669Z,176,167,120
2023-07-17T01:19:36.117Z,134,115,111
2023-07-17T01:26:36.044Z,66,64,40
2023-07-17T01:39:21.794Z,179,77,68
2023-07-17T01:40:51.034Z,154,115,95
2023-07-17T01:43:06.996Z,66,5,5
2023-07-17T01:50:45.615Z,145,63,55
2023-07-18T01:01:16.112Z,30,9,2
2023-07-18T01:19:48.955Z,43,16,11
2023-07-18T01:22:09.886Z,100,84,62
2023-07-18T01:22:18.257Z,136,71,2
2023-07-18T01:28:33.606Z,12,9,7
2023-07-18T01:36:46.775Z,110,58,39
2023-07-18T01:37:09.910Z,4,1,0
2023-07-18T01:43:01.240Z,154,100,35
2023-07-18T01:46:23.408Z,34,25,3
2023-07-18T01:51:08.794Z,54,2,2
2023-07-19T01:05:15.212Z,123,44,41
2023-07-19T01:05:53.402Z,190,81,14
2023-07-19T01:09:11.135Z,104,89,13
2023-07-19T01:17:16.904Z,195,59,13
2023-07-19T01:25:36.948Z,92,35,22
2023-07-19T01:30:52.940Z,198,46,43
2023-07-19T01:37:42.774Z,19,17,14
2023-07-19T01:38:11.595Z,198,157,12
2023-07-19T01:46:58.724Z,88,87,71
2023-07-19T01:49:46.964Z,30,7,2
2023-07-19T01:50:13.974Z,29,8,3
2023-07-20T00:56:38.424Z,169,44,41
2023-07-20T01:00:32.338Z,31,17,13
2023-07-20T01:04:03.526Z,85,59,26
2023-07-20T01:05:17.142Z,60,44,35
2023-07-20T01:29:50.884Z,114,5,0
2023-07-20T01:35:37.793Z,181,174,73
2023-07-20T01:43:09.079Z,64,22,15
2023-07-20T01:48:50.728Z,118,86,52
2023-07-20T01:50:44.685Z,28,22,17
2023-07-21T01:04:29.716Z,139,44,37
2023-07-21T01:11:08.201Z,164,18,11
2023-07-21T01:30:53.247Z,193,126,96
2023-07-21T01:31:08.136Z,172,161,11
2023-07-21T01:32:05.624Z,86,11,8
2023-07-21T01:38:14.484Z,140,75,64
2023-07-21T01:47:43.354Z,54,29,18
2023-07-21T01:48:04.170Z,117,48,28
2023-07-21T01:49:40.312Z,53,25,17
2023-07-22T00:53:19.848Z,200,134,118
2023-07-22T01:02:04.016Z,199,169,20
2023-07-22T01:15:45.894Z,14,9,6
2023-07-22T01:32:07.655Z,38,29,11
2023-07-22T01:38:11.526Z,165,149,48
2023-07-22T01:40:13.313Z,124,29,18
2023-07-22T01:41:03.676Z,195,129,20
2023-07-23T00:57:14.394Z,84,76,14
2023-07-23T01:03:21.255Z,150,32,30
2023-07-23T01:08:37.739Z,123,18,1
2023-07-23T01:20:47.015Z,188,11,2
2023-07-23T01:24:18.421Z,196,70,55
2023-07-23T01:29:32.399Z,82,28,12
2023-07-23T01:30:57.868Z,125,15,13
2023-07-23T01:42:52.730Z,148,137,43
2023-07-24T00:54:48.124Z,61,21,13
2023-07-24T01:00:30.749Z,76,1,1
2023-07-24T01:01:27.035Z,184,88,65
2023-07-24T01:14:13.240Z,23,4,3
2023-07-24T01:14:18.152Z,181,73,68
2023-07-24T01:19:17.982Z,6,4,0
2023-07-24T01:37:01.537Z,153,56,23
2023-07-24T01:37:35.366Z,79,23,7
2023-07-24T01:40:10.998Z,71,46,14
2023-07-24T01:42:35.833Z,191,120,107
2023-07-24T01:51:38.668Z,142,119,63
2023-07-25T01:07:33.165Z,91,17,6
2023-07-25T01:14:25.038Z,14,1,0
2023-07-25T01:17:48.738Z,152,51,47
2023-07-25T01:17:49.836Z,158,133,95
2023-07-25T01:19:46.705Z,25,6,5
2023-07-25T01:27:54.294Z,134,94,18
2023-07-25T01:29:27.658Z,42,9,7
2023-07-25T01:30:24.836Z,34,27,24
2023-07-25T01:33:24.967Z,166,79,59
2023-07-25T01:38:29.799Z,195,103,100
2023-07-25T01:38:57.449Z,75,64,41
2023-07-25T01:48:56.948Z,175,99,17
2023-07-26T01:06:57.039Z,163,64,17
2023-07-26T01:08:58.404Z,162,121,69
2023-07-26T01:13:36.084Z,150,62,9
2023-07-26T01:18:39.800Z,10,7,1
2023-07-26T01:22:06.179Z,180,90,37
2023-07-26T01:23:17.006Z,119,86,37
2023-07-26T01:29:57.923Z,20,17,13
2023-07-26T01:29:58.510Z,158,41,26
2023-07-26T01:34:11.571Z,45,43,20
2023-07-26T01:36:12.833Z,192,53,28
2023-07-26T01:48:10.473Z,104,54,4
2023-07-26T01:51:28.765Z,56,32,19
2023-07-27T00:52:34.426Z,51,35,26
2023-07-27T01:06:53.414Z,145,69,7
2023-07-27T01:10:30.031Z,150,146,1
2023-07-27T01:14:45.529Z,159,93,77
2023-07-27T01:20:50.884Z,24,3,0
2023-07-27T01:22:06.562Z,175,1,0
2023-07-27T01:23:10.900Z,163,97,79
2023-07-27T01:28:11.764Z,152,58,16
2023-07-27T01:28:43.692Z,3,2,1
2023-07-27T01:37:02.847Z,100,42,1
2023-07-27T01:42:03.694Z,183,13,0
2023-07-27T01:44:03.142Z,68,34,28
2023-07-27T01:44:12.099Z,91,35,10
2023-07-28T00:58:47.765Z,92,44,42
2023-07-28T01:02:38.046Z,3,1,1
2023-07-28T01:10:29.682Z,91,41,7
2023-07-28T01:43:51.983Z,11,4,2
2023-07-29T00:52:49.517Z,95,30,3
2023-07-29T00:58:55.573Z,147,66,5
2023-07-29T01:14:32.637Z,94,44,26
2023-07-29T01:17:49.450Z,167,102,102
2023-07-29T01:21:57.818Z,90,75,26
2023-07-29T01:22:43.337Z,47,22,19
2023-07-29T01:26:46.215Z,175,172,135
2023-07-29T01:28:53.196Z,131,39,35
2023-07-29T01:30:06.111Z,54,45,33
2023-07-29T01:41:14.345Z,102,90,55
2023-07-29T01:44:34.583Z,152,28,19
2023-07-30T00:56:16.662Z,162,121,55
2023-07-30T01:01:27.091Z,80,42,23
2023-07-30T01:05:53.674Z,64,10,2
2023-07-30T01:07:25.002Z,116,31,12
2023-07-30T01:10:52.025Z,8,4,1
2023-07-30T01:17:24.579Z,58,33,30
2023-07-30T01:29:03.580Z,47,1,1
2023-07-30T01:35:29.333Z,162,135,49
2023-07-30T01:36:02.968Z,161,68,23
2023-07-30T01:36:13.874Z,89,58,3
2023-07-30T01:37:01.910Z,115,9,5
2023-07-30T01:37:47.521Z,88,88,47
2023-07-30T01:42:13.064Z,198,115,45
2023-07-30T01:45:30.616Z,53,26,3
2023-07-30T01:47:53.293Z,65,38,5
2023-07-30T01:51:12.116Z,115,28,5
2023-07-31T00:54:52.141Z,173,163,125
2023-07-31T00:55:53.433Z,179,62,27
2023-07-31T00:56:23.744Z,51,0,0
2023-07-31T01:01:46.681Z,200,157,69
2023-07-31T01:11:31.033Z,158,100,25
2023-07-31T01:29:40.491Z,153,12,11
2023-07-31T01:33:06.586Z,133,2,2
2023-07-31T01:42:21.292Z,183,178,90
2023-07-31T01:49:41.213Z,154,4,2
2023-08-01T00:52:38.792Z,12,8,0
2023-08-01T01:05:37.186Z,125,3,1
2023-08-01T01:06:30.969Z,177,126,12
2023-08-01T01:06:51.275Z,189,22,14
2023-08-01T01:10:01.378Z,144,42,19
2023-08-01T01:13:11.530Z,64,7,1
2023-08-01T01:14:50.277Z,153,124,33
2023-08-01T01:24:29.953Z,18,12,1
2023-08-01T01:25:19.288Z,195,13,9
2023-08-01T01:34:45.801Z,152,43,36
2023-08-02T00:57:03.190Z,52,13,13
2023-08-02T01:01:28.816Z,54,45,42
2023-08-02T01:14:21.902Z,25,2,1
2023-08-02T01:27:28.925Z,156,55,45
2023-08-02T01:34:39.573Z,17,5,1
2023-08-02T01:40:40.799Z,165,152,37
2023-08-02T01:42:55.988Z,160,100,45
2023-08-03T00:58:56.235Z,118,76,40
2023-08-03T01:19:00.794Z,198,99,81
2023-08-03T01:26:54.638Z,160,100,77
2023-08-03T01:31:04.829Z,82,39,22
2023-08-03T01:51:51.011Z,137,61,41
2023-08-04T00:54:15.410Z,84,77,23
2023-08-04T00:59:30.173Z,6,1,1
2023-08-04T01:05:47.520Z,122,81,43
2023-08-04T01:10:44.075Z,158,105,80
2023-08-04T01:39:00.311Z,87,47,35
2023-08-04T01:39:32.154Z,31,19,14
2023-08-04T01:39:40.441Z,185,158,103
2023-08-04T01:48:29.993Z,156,40,7
2023-08-05T00:56:58.268Z,87,47,25
2023-08-05T01:05:32.691Z,37,34,13
2023-08-05T01:27:15.150Z,157,110,18
2023-08-05T01:34:09.142Z,113,112,20
2023-08-05T01:35:25.637Z,134,111,0
2023-08-05T01:35:37.324Z,51,21,4
2023-08-05T01:47:00.758Z,144,69,18
2023-08-05T01:51:31.772Z,61,13,11
2023-08-05T01:51:35.837Z,134,29,21
2023-08-06T00:53:49.750Z,28,9,2
2023-08-06T00:55:21.985Z,163,117,17
2023-08-06T00:59:58.035Z,148,77,49
2023-08-06T01:02:47.737Z,195,71,19
2023-08-06T01:19:57.321Z,7,6,5
2023-08-06T01:29:37.302Z,163,77,29
2023-08-06T01:31:19.200Z,5,5,5
2023-08-06T01:32:57.750Z,196,52,31
2023-08-06T01:37:16.129Z,193,70,13
2023-08-06T01:48:59.466Z,35,23,18
2023-08-06T01:49:53.166Z,89,13,3
2023-08-07T01:07:08.782Z,176,34,22
2023-08-07T01:21:53.564Z,7,1,1
2023-08-07T01:31:34.997Z,38,33,27
2023-08-07T01:35:35.703Z,104,58,44
2023-08-07T01:36:34.838Z,114,102,47
2023-08-07T01:43:13.673Z,88,45,1
2023-08-08T00:53:06.945Z,140,22,4
2023-08-08T00:57:10.974Z,32,8,4
2023-08-08T00:58:47.979Z,139,9,1
2023-08-08T01:05:11.587Z,113,21,19
2023-08-08T01:05:43.213Z,11,5,2
2023-08-08T01:10:48.294Z,7,6,2
2023-08-08T01:18:11.373Z,191,107,24
2023-08-08T01:18:41.929Z,185,152,83
2023-08-08T01:21:42.132Z,159,39,24
2023-08-08T01:48:22.278Z,125,90,40
2023-08-09T00:59:33.213Z,29,24,4
2023-08-09T01:07:59.993Z,25,3,2
2023-08-09T01:14:48.077Z,157,104,79
2023-08-09T01:21:19.216Z,20,11,2
2023-08-09T01:27:23.713Z,39,7,6
2023-08-09T01:27:54.215Z,158,57,27
2023-08-09T01:33:47.676Z,137,23,19
2023-08-09T01:37:11.645Z,3,1,1
2023-08-09T01:42:57.907Z,177,98,28
2023-08-09T01:46:01.748Z,102,12,7
2023-08-09T01:50:08.289Z,133,31,17
2023-08-09T01:50:50.958Z,45,36,17
2023-08-10T00:52:52.783Z,62,41,4
2023-08-10T00:54:28.248Z,26,8,8
2023-08-10T01:03:06.331Z,4,2,2
2023-08-10T01:13:48.296Z,19,7,6
2023-08-10T01:15:54.918Z,180,131,7
2023-08-10T01:17:44.020Z,58,40,30
2023-08-10T01:19:51.811Z,62,35,26
2023-08-10T01:21:29.940Z,10,8,6
2023-08-10T01:33:43.831Z,6,2,1
2023-08-10T01:48:27.068Z,101,36,10
2023-08-11T01:02:42.852Z,142,23,5
2023-08-11T01:04:49.107Z,16,3,0
2023-08-11T01:11:55.362Z,132,104,40
2023-08-11T01:19:39.914Z,120,90,6
2023-08-11T01:31:33.737Z,100,9,8
2023-08-11T01:45:24.047Z,99,34,15
2023-08-12T00:51:51.370Z,60,50,10
2023-08-12T00:53:18.044Z,120,119,70
2023-08-12T01:04:33.353Z,108,16,4
2023-08-12T01:05:03.652Z,9,3,3
2023-08-12T01:07:36.718Z,155,151,35
2023-08-12T01:11:51.980Z,133,47,5
2023-08-12T01:13:53.972Z,59,20,14
2023-08-12T01:15:14.965Z,21,18,8
2023-08-12T01:18:51.557Z,80,38,4
2023-08-12T01:20:49.897Z,165,38,21
2023-08-12T01:31:54.834Z,125,93,28
2023-08-12T01:32:42.945Z,144,25,17
2023-08-12T01:37:23.937Z,77,22,4
2023-08-13T00:53:19.511Z,183,158,32
2023-08-13T00:55:01.373Z,166,53,25
2023-08-13T01:00:07.912Z,113,73,48
2023-08-13T01:12:11.141Z,130,94,82
2023-08-13T01:17:23.972Z,177,38,32
2023-08-13T01:19:49.176Z,47,21,10
2023-08-13T01:24:30.231Z,114,46,42
2023-08-13T01:24:35.710Z,93,75,16
2023-08-13T01:24:40.251Z,107,48,25
2023-08-13T01:25:02.654Z,191,69,18
2023-08-13T01:31:36.224Z,109,92,47
2023-08-13T01:37:35.590Z,187,150,93
2023-08-13T01:37:36.383Z,113,2,0
2023-08-13T01:39:09.018Z,55,9,4
2023-08-13T01:40:59.832Z,139,67,24
2023-08-13T01:49:29.298Z,185,176,176
2023-08-14T00:56:44.798Z,169,112,73
2023-08-14T00:59:30.830Z,130,14,3
2023-08-14T00:59:58.461Z,35,35,9
2023-08-14T01:00:10.494Z,40,15,4
2023-08-14T01:03:11.973Z,146,1,0
2023-08-14T01:05:43.818Z,122,114,1
2023-08-14T01:10:33.520Z,27,27,8
2023-08-14T01:10:48.051Z,5,2,0
2023-08-14T01:13:28.906Z,136,10,9
2023-08-14T01:15:15.554Z,80,56,47
2023-08-14T01:18:05.768Z,102,75,2
2023-08-14T01:29:37.369Z,118,42,10
2023-08-14T01:35:49.827Z,41,4,2
2023-08-14T01:41:01.634Z,164,21,11
2023-08-14T01:43:28.105Z,160,134,128
2023-08-15T01:06:21.069Z,181,17,12
2023-08-15T01:08:23.716Z,185,118,83
2023-08-15T01:10:29.629Z,129,7,1
2023-08-15T01:13:55.642Z,115,110,6
2023-08-15T01:24:56.736Z,77,17,16
2023-08-15T01:36:10.207Z,75,55,55
2023-08-15T01:39:08.007Z,177,106,37
2023-08-15T01:47:18.134Z,103,54,52
2023-08-16T01:00:50.857Z,69,48,39
2023-08-16T01:09:33.943Z,150,51,31
2023-08-16T01:13:31.837Z,47,27,17
2023-08-16T01:15:40.596Z,169,35,0
2023-08-16T01:22:31.050Z,185,183,162
2023-08-16T01:25:47.379Z,51,13,3
2023-08-16T01:30:08.974Z,122,83,34
2023-08-16T01:34:13.373Z,14,8,8
2023-08-16T01:43:50.754Z,23,2,1
2023-08-17T00:59:37.029Z,165,64,43
2023-08-17T01:02:43.694Z,89,40,32
2023-08-17T01:07:49.305Z,90,57,39
2023-08-17T01:07:52.729Z,150,91,49
2023-08-17T01:11:31.815Z,136,69,36
2023-08-17T01:15:47.065Z,2,2,1
2023-08-17T01:17:16.791Z,119,19,6
2023-08-17T01:19:26.729Z,38,4,3
2023-08-17T01:26:19.436Z,77,11,8
2023-08-17T01:31:34.374Z,123,91,80
2023-08-17T01:42:01.181Z,67,30,5
2023-08-17T01:46:42.168Z,157,29,12
2023-08-17T01:48:34.455Z,51,37,1
2023-08-17T01:50:05.368Z,135,88,48
2023-08-18T00:53:44.359Z,74,63,9
2023-08-18T01:05:27.917Z,192,66,5
2023-08-18T01:08:14.506Z,41,18,0
2023-08-18T01:10:15.449Z,144,91,75
2023-08-18T01:20:40.773Z,186,152,76
2023-08-18T01:21:55.899Z,119,8,4
2023-08-18T01:31:58.786Z,55,53,18
2023-08-18T01:41:59.559Z,34,1,1
2023-08-18T01:45:01.439Z,41,18,9
2023-08-19T01:02:05.216Z,143,7,5
2023-08-19T01:21:48.221Z,99,62,31
2023-08-19T01:25:36.024Z,78,31,12
2023-08-19T01:33:39.894Z,9,5,1
2023-08-20T00:52:07.493Z,130,15,7
2023-08-20T00:57:56.768Z,69,28,8
2023-08-20T00:58:35.300Z,21,18,5
2023-08-20T01:00:31.186Z,187,119,108
2023-08-20T01:04:30.826Z,12,8,7
2023-08-20T01:10:08.102Z,121,20,17
2023-08-20T01:14:23.466Z,198,152,74
2023-08-20T01:16:19.039Z,81,23,16
2023-08-20T01:23:09.510Z,87,48,38
2023-08-20T01:26:11.481Z,81,55,3
2023-08-20T01:29:43.095Z,82,40,23
2023-08-20T01:29:52.466Z,136,29,28
2023-08-20T01:32:48.994Z,115,62,41
2023-08-20T01:37:41.218Z,79,64,39
2023-08-20T01:42:34.339Z,133,124,104
2023-08-20T01:45:20.245Z,31,22,15
2023-08-20T01:49:21.825Z,26,21,0
2023-08-21T01:00:27.188Z,123,45,13
2023-08-21T01:02:53.332Z,16,13,3
2023-08-21T01:09:42.037Z,160,151,102
2023-08-21T01:10:28.062Z,25,3,2
2023-08-21T01:25:53.819Z,96,16,6
2023-08-21T01:26:02.343Z,102,53,44
2023-08-21T01:27:44.553Z,153,140,111
2023-08-21T01:29:02.817Z,188,17,12
2023-08-21T01:35:40.750Z,194,139,72
2023-08-21T01:39:37.270Z,65,62,42
2023-08-21T01:46:54.995Z,196,82,58
2023-08-22T00:55:01.127Z,171,94,12
2023-08-22T00:56:16.839Z,32,10,3
2023-08-22T01:07:06.294Z,180,0,0
2023-08-22T01:11:28.641Z,67,20,7
2023-08-22T01:13:38.929Z,59,28,13
2023-08-22T01:18:06.976Z,197,16,6
2023-08-22T01:18:26.682Z,142,126,28
2023-08-22T01:20:05.073Z,199,46,34
2023-08-22T01:20:05.395Z,65,19,11
2023-08-22T01:22:34.935Z,46,27,13
2023-08-22T01:22:39.967Z,54,0,0
2023-08-22T01:22:50.331Z,152,23,21
2023-08-22T01:24:40.632Z,22,21,8
2023-08-22T01:27:02.436Z,44,18,16
2023-08-22T01:36:07.465Z,23,21,1
2023-08-22T01:40:48.658Z,18,1,0
2023-08-23T00:54:05.445Z,48,30,1
2023-08-23T00:55:04.224Z,45,9,6
2023-08-23T00:59:30.253Z,65,44,7
2023-08-23T01:06:32.941Z,112,34,6
2023-08-23T01:07:13.976Z,155,79,9
2023-08-23T01:13:32.330Z,92,90,12
2023-08-23T01:18:44.404Z,118,78,62
2023-08-23T01:24:53.789Z,156,61,2
2023-08-23T01:26:47.752Z,123,21,10
2023-08-23T01:27:09.836Z,59,50,18
2023-08-23T01:27:14.286Z,141,22,22
2023-08-23T01:43:06.241Z,193,129,73
2023-08-24T00:52:00.068Z,60,41,21
2023-08-24T00:56:02.085Z,188,163,117
2023-08-24T00:56:46.139Z,48,11,4
2023-08-24T01:13:19.607Z,136,71,69
2023-08-24T01:17:22.762Z,190,161,68
2023-08-24T01:20:46.010Z,131,21,0
2023-08-24T01:29:55.693Z,37,20,5
2023-08-24T01:35:54.192Z,145,58,33
2023-08-24T01:39:28.690Z,80,42,8
2023-08-24T01:45:44.389Z,55,44,39
2023-08-24T01:50:33.345Z,93,23,18
2023-08-25T00:54:01.669Z,94,29,2
2023-08-25T00:58:20.583Z,34,33,11
2023-08-25T01:07:13.056Z,87,21,0
2023-08-25T01:08:16.953Z,54,26,6
2023-08-25T01:09:15.385Z,63,53,35
2023-08-25T01:15:20.628Z,41,35,21
2023-08-25T01:17:44.538Z,60,2,2
2023-08-25T01:19:38.080Z,32,9,3
2023-08-25T01:22:30.616Z,15,2,0
2023-08-25T01:26:39.772Z,81,31,25
2023-08-25T01:27:28.940Z,129,28,14
2023-08-25T01:37:24.266Z,43,37,18
2023-08-25T01:40:03.297Z,200,119,35
2023-08-25T01:45:13.155Z,142,14,11
2023-08-25T01:45:14.324Z,151,138,14
2023-08-25T01:51:38.564Z,63,62,41
2023-08-26T00:56:37.480Z,192,157,46
2023-08-26T01:06:10.278Z,144,15,15
2023-08-26T01:22:52.603Z,141,82,55
2023-08-26T01:23:56.890Z,178,147,79
2023-08-26T01:27:01.088Z,99,31,20
2023-08-26T01:31:47.593Z,132,86,28
2023-08-26T01:32:17.846Z,22,10,2
2023-08-26T01:43:17.033Z,16,5,4
2023-08-26T01:45:39.894Z,35,23,1
2023-08-27T01:11:59.809Z,60,9,7
2023-08-27T01:24:03.819Z,162,93,89
2023-08-27T01:26:43.784Z,41,37,22
2023-08-27T01:32:36.781Z,24,6,2
2023-08-27T01:35:06.357Z,94,16,14
2023-08-28T00:54:41.431Z,135,38,9
2023-08-28T01:00:59.971Z,125,76,43
2023-08-28T01:10:24.789Z,111,96,52
2023-08-28T01:15:23.872Z,174,157,29
2023-08-28T01:20:30.117Z,84,1,1
2023-08-28T01:22:31.694Z,136,103,69
2023-08-28T01:25:49.540Z,189,164,26
2023-08-28T01:32:01.570Z,166,154,115
2023-08-28T01:32:34.911Z,61,29,5
2023-08-28T01:35:25.207Z,98,63,50
2023-08-29T00:57:56.283Z,4,4,3
2023-08-29T01:05:53.054Z,168,86,65
2023-08-29T01:07:13.977Z,71,42,23
2023-08-29T01:10:29.555Z,127,52,43
2023-08-29T01:18:44.672Z,83,70,3
2023-08-29T01:19:00.689Z,23,0,0
2023-08-29T01:19:32.051Z,181,144,103
2023-08-29T01:20:08.064Z,22,2,2
2023-08-29T01:20:39.698Z,73,13,3
2023-08-29T01:20:43.519Z,94,6,6
2023-08-29T01:33:01.094Z,198,90,62
2023-08-29T01:41:59.843Z,77,35,4
2023-08-29T01:43:13.420Z,198,27,9
2023-08-29T01:43:28.449Z,81,6,5
2023-08-29T01:44:52.695Z,99,98,33
2023-08-30T01:04:10.770Z,108,39,28
2023-08-30T01:08:27.939Z,136,107,97
2023-08-30T01:20:27.899Z,91,6,5
2023-08-30T01:25:16.420Z,89,47,26
2023-08-30T01:30:40.186Z,165,11,0
2023-08-30T01:32:21.522Z,1,1,0
2023-08-30T01:36:46.377Z,52,5,2
2023-08-30T01:38:05.722Z,88,54,21
2023-08-30T01:38:07.798Z,76,48,12
2023-08-31T00:52:02.073Z,92,31,2
2023-08-31T00:58:07.166Z,9,1,0
2023-08-31T00:58:53.119Z,145,32,2
2023-08-31T01:04:37.329Z,191,92,70
2023-08-31T01:32:18.001Z,70,64,8
2023-08-31T01:37:19.666Z,93,25,3
2023-08-31T01:49:01.394Z,7,1,0
2023-09-01T01:05:55.525Z,108,27,1
2023-09-01T01:09:18.645Z,12,7,7
2023-09-01T01:15:38.404Z,107,57,28
2023-09-01T01:16:19.547Z,150,70,35
2023-09-01T01:33:33.781Z,42,25,20
2023-09-01T01:37:58.648Z,104,46,20
2023-09-02T00:58:36.536Z,59,10,9
2023-09-02T01:03:05.745Z,13,4,4
2023-09-02T01:07:51.545Z,149,96,7
2023-09-02T01:28:34.854Z,1,1,0
2023-09-02T01:34:04.807Z,141,76,30
2023-09-03T01:02:04.183Z,193,154,138
2023-09-03T01:05:17.427Z,15,3,1
2023-09-03T01:08:13.047Z,41,31,4
2023-09-03T01:12:55.632Z,160,40,14
2023-09-03T01:18:48.487Z,103,58,24
2023-09-03T01:20:14.610Z,156,52,4
2023-09-03T01:34:45.182Z,180,32,9
2023-09-03T01:41:27.000Z,28,12,1
2023-09-03T01:43:54.266Z,194,161,144
2023-09-03T01:49:23.051Z,104,65,30
2023-09-04T00:56:07.653Z,41,24,3
2023-09-05T00:58:24.818Z,1,1,1
2023-09-05T01:12:09.025Z,143,27,22
2023-09-05T01:21:27.663Z,37,5,5
2023-09-05T01:35:12.581Z,107,62,11
2023-09-05T01:39:22.996Z,179,170,52
2023-09-05T01:45:15.048Z,96,88,32
2023-09-06T00:54:22.262Z,148,50,19
2023-09-06T01:08:05.771Z,100,76,43
2023-09-06T01:14:31.576Z,172,64,47
2023-09-06T01:33:36.246Z,38,7,3
2023-09-06T01:35:52.642Z,102,33,1
2023-09-06T01:44:38.467Z,7,6,1
2023-09-07T00:57:24.661Z,106,36,20
2023-09-07T00:58:00.759Z,122,10,6
2023-09-07T00:58:49.822Z,118,102,14
2023-09-07T01:03:47.225Z,39,21,17
2023-09-07T01:05:46.133Z,89,58,54
2023-09-07T01:10:53.902Z,25,6,0
2023-09-07T01:17:49.508Z,199,164,108
2023-09-07T01:43:59.741Z,147,89,20
2023-09-07T01:47:35.056Z,187,171,12
2023-09-07T01:49:29.156Z,104,77,14
2023-09-08T00:54:58.174Z,184,115,62
2023-09-08T01:04:53.533Z,166,37,24
2023-09-08T01:22:26.679Z,164,146,131
2023-09-08T01:30:41.520Z,165,42,36
2023-09-08T01:39:11.940Z,78,43,4
2023-09-08T01:43:21.329Z,22,2,1
2023-09-08T01:43:33.232Z,174,74,7
2023-09-09T01:01:24.907Z,16,8,1
2023-09-09T01:06:42.990Z,133,25,21
2023-09-09T01:11:31.604Z,24,5,4
2023-09-09T01:11:56.249Z,199,151,70
2023-09-09T01:19:42.957Z,135,10,1
2023-09-09T01:20:58.595Z,143,89,8
2023-09-09T01:32:43.874Z,58,15,6
2023-09-09T01:36:54.620Z,118,58,29
2023-09-09T01:50:30.290Z,168,100,75
2023-09-10T00:57:18.273Z,79,67,46
2023-09-10T01:00:29.445Z,15,7,3
2023-09-10T01:01:31.074Z,50,3,1
2023-09-10T01:03:48.246Z,98,74,56
2023-09-10T01:14:00.639Z,182,90,60
2023-09-10T01:17:42.770Z,193,111,59
2023-09-10T01:19:53.474Z,56,29,26
2023-09-10T01:43:30.301Z,9,3,2
2023-09-10T01:51:34.113Z,163,158,65
2023-09-11T01:12:22.609Z,137,21,13
2023-09-11T01:14:21.525Z,95,89,28
2023-09-11T01:16:59.220Z,128,27,18
2023-09-11T01:19:14.010Z,113,70,37
2023-09-11T01:20:02.401Z,193,96,71
2023-09-11T01:26:50.837Z,109,85,16
2023-09-11T01:37:06.940Z,75,16,8
2023-09-11T01:37:51.053Z,61,30,26
2023-09-11T01:39:08.953Z,66,34,32
2023-09-11T01:47:31.639Z,23,23,3
2023-09-12T01:02:47.687Z,170,39,21
2023-09-12T01:12:17.748Z,137,45,8
2023-09-12T01:25:15.523Z,18,10,2
2023-09-12T01:28:52.711Z,68,34,17
2023-09-12T01:42:38.248Z,117,35,24
2023-09-12T01:49:45.127Z,153,151,67
2023-09-12T01:50:37.760Z,57,28,1
2023-09-13T00:58:51.376Z,83,78,70
2023-09-13T01:01:00.312Z,157,24,7
2023-09-13T01:02:05.366Z,184,52,44
2023-09-13T01:02:30.033Z,90,32,6
2023-09-13T01:05:01.286Z,16,1,0
2023-09-13T01:05:58.134Z,15,5,2
2023-09-13T01:07:44.024Z,79,10,8
2023-09-13T01:07:58.184Z,103,37,33
2023-09-13T01:15:44.059Z,149,129,7
2023-09-13T01:15:51.495Z,38,21,5
2023-09-13T01:24:15.787Z,137,133,10
2023-09-13T01:25:31.300Z,175,80,33
2023-09-13T01:31:00.156Z,73,44,27
2023-09-13T01:33:11.419Z,45,40,16
2023-09-13T01:37:01.686Z,147,59,39
2023-09-13T01:39:41.800Z,155,133,96
2023-09-13T01:40:31.657Z,120,76,10
2023-09-13T01:40:58.792Z,85,27,1
2023-09-13T01:41:13.080Z,38,32,19
2023-09-13T01:47:25.630Z,15,4,3
2023-09-13T01:48:45.334Z,133,30,25
2023-09-14T00:57:38.803Z,22,3,1
